"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Ellen P.S.","Ellen, Pam Scholder (6701660482)","6701660482","Do we know what we need to know? Objective and subjective knowledge effects on pro-ecological behaviors","1994","Journal of Business Research","30","1","","43","52","9","301","10.1016/0148-2963(94)90067-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949148806&doi=10.1016%2f0148-2963%2894%2990067-1&partnerID=40&md5=aa6f4d55d3d14276d38f32296d77916d","The solution of societal problems such as coping with solid waste depends, in part, on identifying desirable behaviors and developing programs to encourage citizens to act accordingly. This research empirically examines the relationship between objective and subjective knowledge, pro-ecological behaviors and related attitudes. Results indicate not only that objective knowledge is relatively low among a group of environmentally concerned individuals but that it is not significantly related to perceived knowledge suggesting that persons who believe they are knowledgeable may not, in fact, have the requisite knowledge to make sound ecological decisions. Examination of the effects of each type of knowledge on behaviors indicates that objective knowledge is only significantly related to committed recycling behaviors, whereas perceived knowledge is positively associated with committed recycling, source reduction, and political action behaviors. The results suggest the need for cooperation among marketers, government, and environmental-oriented organizations to develop standardized meanings for ecological terms and symbols for labeling and advertising and to devise effective educational programs for consumers. © 1994.","","","Article","Final","","Scopus","2-s2.0-43949148806"
"Kang J.; Liu C.; Kim S.-H.","Kang, Jiyun (37083925100); Liu, Chuanlan (13607236700); Kim, Sang-Hoon (57195955402)","37083925100; 13607236700; 57195955402","Environmentally sustainable textile and apparel consumption: The role of consumer knowledge, perceived consumer effectiveness and perceived personal relevance","2013","International Journal of Consumer Studies","37","4","","442","452","10","311","10.1111/ijcs.12013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879472182&doi=10.1111%2fijcs.12013&partnerID=40&md5=eb291d0cd9001acfe8d76101a850a46c","The purpose of this study is to develop a comprehensive understanding of young consumers' attitudes, perceptions and behavioural intentions towards the consumption of environmentally sustainable textile and apparel products. A total of 701 responses were collected from students attending large universities in the US, South Korea and China. An extended model of planned behaviour was developed and tested based on structural equation modeling approach. The results indicate that consumers' product knowledge, perceived consumer effectiveness and perceived personal relevance significantly affect young consumers' attitudes, subjective norms and perceived behavioural control, thereby affecting purchase intentions for environmentally sustainable textiles and apparel. The research findings will benefit both environmental and economic enhancement efforts among policymakers, educators and industry professionals, enabling them to formulate strategies to ensure better communication with consumers to promote desirable consumption behaviour. © 2013 John Wiley & Sons Ltd.","Consumer effectiveness; Consumer knowledge; Personal relevance; Sustainability; Textiles and apparel; Theory of planned behaviour","","Article","Final","","Scopus","2-s2.0-84879472182"
"Balasubramanian S.; Raghunathan R.; Mahajan V.","Balasubramanian, Sridhar (7201550669); Raghunathan, Rajagopal (7005707963); Mahajan, Vijay (7102215667)","7201550669; 7005707963; 7102215667","Consumers in a multichannel environment: Product utility, process utility, and channel choice","2005","Journal of Interactive Marketing","19","2","","12","30","18","310","10.1002/dir.20032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19844377732&doi=10.1002%2fdir.20032&partnerID=40&md5=d2be6756b32f38b14cddea9a672fd0f7","We present a conceptual framework that clarifies the utilities that consumers using a channel derive from both the purchase process and the purchased products, and the mutual influences between these process and product utilities. Drawing on interviews with customers, we examine how the following factors influence product and process utilities, and hence consumers' choice and use of channels: (a) their economic goals, (b) their quest for self-affirmation, (c) their quest for symbolic meaning associated with the product and with the shopping process, (d) their quest for social interaction and experiential impact, and (e) their reliance on schemas and scripts for shopping.We examine how these factors may influence channel choice at the following three stages of the purchase process - forming a consideration set, choosing a product, and buying the product. Consumers may navigate between channels when they use distinct channels across these stages. Our analysis yielded implications for researchers examining consumer behavior in the multichannel environment and recommendations for marketing managers operating in that environment. © 2005 Wiley Periodicals, Inc.","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-19844377732"
"White K.; Simpson B.","White, Katherine (7402808087); Simpson, Bonnie (57195582667)","7402808087; 57195582667","When do (and don't) normative appeals influence sustainable consumer behaviors","2013","Journal of Marketing","77","2","","78","95","17","301","10.1509/jm.11.0278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874644504&doi=10.1509%2fjm.11.0278&partnerID=40&md5=6229be2b740d7e6195c05c6cd5631947","The authors explore how injunctive appeals (i.e., highlighting what others think one should do), descriptive appeals (i.e., highlighting what others are doing), and benefit appeals (i.e., highlighting the benefits of the action) can encourage consumers to engage in relatively unfamiliar sustainable behaviors such as ""grasscycling"" and composting. Across one field study and three laboratory studies, the authors demonstrate that the effectiveness of the appeal type depends on whether the individual or collective level of the self is activated. When the collective level of self is activated, injunctive and descriptive normative appeals are most effective, whereas benefit appeals are less effective in encouraging sustainable behaviors. When the individual level of self is activated, self-benefit and descriptive appeals are particularly effective. The positive effects of descriptive appeals for the individual self are related to the informational benefits that such appeals can provide. The authors propose a goal-compatibility mechanism for these results and find that a match of congruent goals leads to the most positive consumer responses. They conclude with a discussion of implications for consumers, marketers, and public policy makers. © 2013, American Marketing Association.","Collective self; Descriptive norms; Individual self; Injunctive norms; Normative appeals; Sustainability","","Article","Final","","Scopus","2-s2.0-84874644504"
"Siegel E.","Siegel, Eric (59543712000)","59543712000","Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die","2016","Predictive Analytics: The Power to Predict Who Will Click, Buy, Lie, or Die","","","","1","332","331","311","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216999287&partnerID=40&md5=11ce020dcc53f8418beb04cca9036dce","""Mesmerizing & fascinating..."" -The Seattle Post-Intelligencer ""The Freakonomics of big data."" -Stein Kretsinger, founding executive of Advertising.com Award-winning Used by over 30 universities Translated into 9 languages An introduction for everyone. In this rich, fascinating - surprisingly accessible - introduction, leading expert Eric Siegel reveals how predictive analytics (aka machine learning) works, and how it affects everyone every day. Rather than a ""how to"" for hands-on techies, the book serves lay readers and experts alike by covering new case studies and the latest state-of-the-art techniques. Prediction is booming. It reinvents industries and runs the world. Companies, governments, law enforcement, hospitals, and universities are seizing upon the power. These institutions predict whether you're going to click, buy, lie, or die. Why? For good reason: predicting human behavior combats risk, boosts sales, fortifies healthcare, streamlines manufacturing, conquers spam, optimizes social networks, toughens crime fighting, and wins elections. How? Prediction is powered by the world's most potent, flourishing unnatural resource: data. Accumulated in large part as the by-product of routine tasks, data is the unsalted, flavorless residue deposited en masse as organizations churn away. Surprise! This heap of refuse is a gold mine. Big data embodies an extraordinary wealth of experience from which to learn. Predictive analytics(aka machine learning) unleashes the power of data. With this technology, the computer literally learns from data how to predict the future behavior of individuals. Perfect prediction is not possible, but putting odds on the future drives millions of decisions more effectively, determining whom to call, mail, investigate, incarcerate, set up on a date, or medicate. In this lucid, captivating introduction - now in its Revised and Updated edition - former Columbia University professor and Predictive Analytics World founder Eric Siegel reveals the power and perils of prediction: What type of mortgage risk Chase Bank predicted before the recession. Predicting which people will drop out of school, cancel a subscription, or get divorced before they even know it themselves. Why early retirement predicts a shorter life expectancy and vegetarians miss fewer flights. Five reasons why organizations predict death - including one health insurance company. How U.S. Bank and Obama for America calculated the way to most strongly persuade each individual. Why the NSA wants all your data: machine learning supercomputers to fight terrorism. How IBM's Watson computer used predictive modeling to answer questions and beat the human champs on TV's Jeopardy! How companies ascertain untold, private truths - how Target figures out you're pregnant and Hewlett-Packard deduces you're about to quit your job. How judges and parole boards rely on crime-predicting computers to decide how long convicts remain in prison. 182 examples from Airbnb, the BBC, Citibank, ConEd, Facebook, Ford, Google, the IRS, LinkedIn, Match.com, MTV, Netflix, PayPal, Pfizer, Spotify, Uber, UPS, Wikipedia, and more. How does predictive analytics work? This jam-packed book satisfies by demystifying the intriguing science under the hood. For future hands-on practitioners pursuing a career in the field, it sets a strong foundation, delivers the prerequisite knowledge, and whets your appetite for more. A truly omnipresent science, predictive analytics constantly affects our daily lives. Whether you are a consumer of it - or consumed by it - get a handle on the power of Predictive Analytics. © 2016 by Eric Siegel. All rights reserved.","","","Book","Final","","Scopus","2-s2.0-85216999287"
"Chan K.W.; Li S.Y.","Chan, Kimmy Wa (15768882400); Li, Stella Yiyan (22938095800)","15768882400; 22938095800","Understanding consumer-to-consumer interactions in virtual communities: The salience of reciprocity","2010","Journal of Business Research","63","9-10","","1033","1040","7","300","10.1016/j.jbusres.2008.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955277743&doi=10.1016%2fj.jbusres.2008.08.009&partnerID=40&md5=27f7fcee718989ca35c3a22b04426649","Virtual communities (VCs) represent popular social environments in which people interact by exchanging resources such as information, ideas, and advice about their common interests. Existing research lacks an explication of why people help others in VCs and how such voluntary behaviors drive subsequent attitudes (VC commitment) and behavioral intentions (online co-shopping). This article adopts resource exchange theory to examine how two routes of interactivity (structural vs. experiential) influence reciprocity and affect commitment and co-shopping. Using a netnography study and an online survey, the authors confirm the significant effects of structural and experiential routes of interactivity on reciprocity. Reciprocity has critical effects on social system maintenance by enhancing commitment to the community and intention to co-shop. The results also identify partially mediated relationships among various variables, which suggest that the effects of the experiential route on VC commitment and co-shopping operate partly through reciprocity. © 2009 Elsevier Inc.","Experiential route; Interactivity; Reciprocity; Resource exchange theory; Structural route; Virtual community","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77955277743"
"Berg T.; Burg V.; Gombović A.; Puri M.","Berg, Tobias (52363108900); Burg, Valentin (57214595719); Gombović, Ana (57218891022); Puri, Manju (7005722584)","52363108900; 57214595719; 57218891022; 7005722584","On the Rise of FinTechs: Credit Scoring Using Digital Footprints","2020","Review of Financial Studies","33","7","","2845","2897","52","313","10.1093/rfs/hhz099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090682778&doi=10.1093%2frfs%2fhhz099&partnerID=40&md5=3f1ea2ee31e684471c9dde1991599cb1","We analyze the information content of a digital footprint - that is, information that users leave online simply by accessing or registering on a Web site - for predicting consumer default. We show that even simple, easily accessible variables from a digital footprint match the information content of credit bureau scores. A digital footprint complements rather than substitutes for credit bureau information and affects access to credit and reduces default rates. We discuss the implications for financial intermediaries' business models, access to credit for the unbanked, and the behavior of consumers, firms, and regulators in the digital sphere. (JEL G20, G21, G29)  © 2019 The Author(s) 2019. Published by Oxford University Press on behalf of The Society for Financial Studies. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-85090682778"
"Hartmann J.; Moeller S.","Hartmann, Julia (56034973100); Moeller, Sabine (25422619200)","56034973100; 25422619200","Chain liability in multitier supply chains? Responsibility attributions for unsustainable supplier behavior","2014","Journal of Operations Management","32","5","","281","294","13","302","10.1016/j.jom.2014.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902368560&doi=10.1016%2fj.jom.2014.01.005&partnerID=40&md5=3422e3191bb111a4aee3ad3f7d43c1c9","When it becomes publicly known that products are associated with suppliers that engage in unsustainable behaviors, consumers protest, as Nestlé, Zara, and Kimberly Clark, among others, have learned. The phenomenon by which consumers hold firms responsible for the unsustainable behavior of their upstream partners suggests the notion of ""chain liability."" This study aims to generate insights into the antecedents and consequences of such consumer responsibility attributions. Using data from four vignette-based survey experiments, the authors find that the chain liability effect increases if an environmental degradation incident (1) results from supplier behavior rather than force majeure, (2) results from a company decision rather than the decision of an individual employee, and (3) is more severe. Responsibility attributions do not differ with varying organizational distance from the supplier, firm size, strategic importance of the supplied product, or the existence of environmental management systems. The chain liability effect also creates strong risks for the focal firm; higher responsibility attributions increase consumers' anger and propensity to boycott. Therefore, firms should work to ensure sustainable behavior throughout the supply chain, to protect them from chain liability. © 2014 Elsevier B.V.","Attribution theory; Environmental issues; Structural equation modeling; Supply chain management; Vignette-based experiments","Environmental management systems; Supply chain management; Attribution theory; Environmental issues; Firm size; Force majeure; Kimberly-Clark; Multi-tier; Structural equation modeling; Consumer behavior","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84902368560"
"Hosany S.; Martin D.","Hosany, Sameer (12786666600); Martin, Drew (8665739900)","12786666600; 8665739900","Self-image congruence in consumer behavior","2012","Journal of Business Research","65","5","","685","691","6","301","10.1016/j.jbusres.2011.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857387280&doi=10.1016%2fj.jbusres.2011.03.015&partnerID=40&md5=be7f5f14ac5ee609ab410aab4492935d","Self-image congruence helps explain and predict different facets of consumer behavior. To date, application of self-congruence theories to tourist post-travel evaluations is limited. This study tests a model that includes self-image congruence, cruise ship passengers' experiences, satisfaction, and behavioral intention. Path modeling tests the hypotheses using a sample of 169 cruise ship travelers. Results indicate that self-image congruence (actual and ideal) affects passengers' experiences but indirectly influences satisfaction levels. Satisfaction positively relates to respondents' propensity to recommend. Overall, this research advances the understanding of cruise ship passengers' experiences and behaviors offering important managerial implications. © 2011 Elsevier Inc.","Cruise ship passenger experiences; Intention to recommend; Satisfaction; Self-image congruence","","Article","Final","","Scopus","2-s2.0-84857387280"
"Heffner R.R.; Kurani K.S.; Turrentine T.S.","Heffner, Reid R. (17345384000); Kurani, Kenneth S. (6602652759); Turrentine, Thomas S. (6505888555)","17345384000; 6602652759; 6505888555","Symbolism in California's early market for hybrid electric vehicles","2007","Transportation Research Part D: Transport and Environment","12","6","","396","413","17","299","10.1016/j.trd.2007.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547208067&doi=10.1016%2fj.trd.2007.04.003&partnerID=40&md5=8880db90dbddb87564b7973a61f7d3da","This study explores the symbolic meanings being created, appropriated, and communicated by the owners of hybrid electric vehicles. As symbolic meanings are shown to be important to hybrid electric vehicle purchase and use, understanding the meanings, as well as their construction and communication, is essential for policy makers and others hoping to promote these new types of vehicles. Hybrid electric vehicles embody combinations of meanings that were previously unavailable from automobiles. Market observers who fail to recognize this struggle to explain why some people buy hybrid electric vehicles. They may characterize buyers as nai{dotless}̈ve about calculating payback on fuel economy, or dismiss owners as image-seeking environmentalists. This research belies such simplistic explanations. Through the telling and analysis of buyers' own stories, this study takes a robust approach to understanding the creation and spread of new symbolic meanings in the automotive market. Data were collected in ethnographic interviews with hybrid electric vehicle owners in the California, and analyzed using methods based on semiotic theory. In particular, the study explores how widely recognized social meanings (denotations) are connected to more personal meanings (connotations) and the effect that both types of meanings have on vehicle purchase and use. © 2007 Elsevier Ltd. All rights reserved.","Consumer; Hybrid electric vehicle; Market; Narrative; Semiotics; Symbols","California; North America; United States; Marketing; Purchasing; Semiotics; Social aspects; Hybrid electric vehicle; Symbolism; automobile; consumption behavior; symbolism; Electric vehicles","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-34547208067"
"Chatterton P.; Hollands R.","Chatterton, P. (7003878799); Hollands, R. (6701739925)","7003878799; 6701739925","Theorising urban playscapes: Producing, regulating and consuming youthful nightlife city spaces","2002","Urban Studies","39","1","","95","116","21","305","10.1080/00420980220099096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036137429&doi=10.1080%2f00420980220099096&partnerID=40&md5=2860cf9ce55ac575dc9cbc3ee48a3e90","This article develops a theoretical understanding of the relationship between young people and city space. More specifically, our focus concerns what we have termed 'urban playscapes'-young people's activities in bars, pubs, night-clubs and music venues within the night-time entertainment economy. The paper theoretically and empirically explores three interrelated aspects of these playscapes: production and the increasing role of a small number of large-scale corporate leisure and entertainment operators providing sanitised, 'branded' experiences; regulation in which the development of urban playscapes can be understood through a night-time entertainment regime based around a modified relationship between state, developers and consumers, including enhanced forms of surveillance and control; and consumption which is characterised by segmentation and differentiation and based around more 'exclusive' and 'up-market' identities. We argue that these three aspects combine to create a dominant mode of 'mainstream' urban nightlife, with 'alternative' and 'residual' nightlife increasingly under threat or squeezed out. In conclusion, we discuss some of the interrelationships between production, regulation and consumption and suggest a number of potential future scenarios for nightlife development.","","United Kingdom; consumption behavior; leisure industry; urban area; urban economy; urban population; young population","Article","Final","","Scopus","2-s2.0-0036137429"
"Abaluck J.; Gruber J.","Abaluck, Jason (39761025700); Gruber, Jonathan (7101971287)","39761025700; 7101971287","Choice inconsistencies among the elderly: Evidence from plan choice in the Medicare Part D program","2011","American Economic Review","101","4","","1180","1210","30","295","10.1257/aer.101.4.1180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959880321&doi=10.1257%2faer.101.4.1180&partnerID=40&md5=17571a973a1246c880c4fc7bddc93da8","We evaluate the choices of elders across their insurance options under the Medicare Part D Prescription Drug plan, using a unique dataset of prescription drug claims matched to information on the characteristics of choice sets. We document that elders place much more weight on plan premiums than on expected out-of-pocket costs; value plan financial characteristics beyond any impacts on their own financial expenses or risk; and place almost no value on variance- reducing aspects of plans. Partial equilibrium welfare analysis implies that welfare would have been 27 percent higher if patients had all chosen rationally. © The Nobel Foundation 2010.","","Aged; Choice Behavior; Consumer Behavior; Cost Savings; Humans; Medicare Part D; Models, Theoretical; United States; aged; consumer attitude; cost control; decision making; economics; human; medicare; statistics and numerical data; theoretical model; United States","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79959880321"
"Romer C.D.","Romer, Christina D. (6603670579)","6603670579","The great crash and the onset of the great depression","1990","Quarterly Journal of Economics","105","3","","597","624","27","312","10.2307/2937892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549121881&doi=10.2307%2f2937892&partnerID=40&md5=84f9e5998fab989ae5ba4d55e7e87f99","This paper argues that the collapse of stock prices in October 1929 generated temporary uncertainty about future income which led consumers to forgo purchases of durable goods. That the Great Crash generated uncertainty is evidenced by the decline in surety expressed by contemporary forecasters. That this uncertainty affected consumer behavior is shown by the fact that spending on consumer durables declined drastically in late 1929, while spending on perishable goods rose slightly. This effect is confirmed by the fact that there is a significant negative relationship between stock market variability and the production of consumer durables in the prewar era. © 1990, by the President and Fellows of Harvard College and The Massachusetts Institute of Technology.","","","Article","Final","","Scopus","2-s2.0-43549121881"
"Krupa J.S.; Rizzo D.M.; Eppstein M.J.; Brad Lanute D.; Gaalema D.E.; Lakkaraju K.; Warrender C.E.","Krupa, Joseph S. (55329801800); Rizzo, Donna M. (7005922424); Eppstein, Margaret J. (7003908744); Brad Lanute, D. (56114556100); Gaalema, Diann E. (11641134500); Lakkaraju, Kiran (6506201054); Warrender, Christina E. (6602387521)","55329801800; 7005922424; 7003908744; 56114556100; 11641134500; 6506201054; 6602387521","Analysis of a consumer survey on plug-in hybrid electric vehicles","2014","Transportation Research Part A: Policy and Practice","64","","","14","31","17","293","10.1016/j.tra.2014.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898651821&doi=10.1016%2fj.tra.2014.02.019&partnerID=40&md5=0fca6896efd741d885d3ae78a9a13e85","Plug-in Hybrid Electric Vehicles (PHEVs) show potential to reduce greenhouse gas (GHG) emissions, increase fuel efficiency, and offer driving ranges that are not limited by battery capacity. However, these benefits will not be realized if consumers do not adopt this new technology. Several agent-based models have been developed to model potential market penetration of PHEVs, but gaps in the available data limit the usefulness of these models. To address this, we administered a survey to 1000 stated US residents, using Amazon Mechanical Turk, to better understand factors influencing the potential for PHEV market penetration. Our analysis of the survey results reveals quantitative patterns and correlations that extend the existing literature. For example, respondents who felt most strongly about reducing US transportation energy consumption and cutting greenhouse gas emissions had, respectively, 71 and 44 times greater odds of saying they would consider purchasing a compact PHEV than those who felt least strongly about these issues. However, even the most inclined to consider a compact PHEV were not generally willing to pay more than a few thousand US dollars extra for the sticker price. Consistent with prior research, we found that financial and battery-related concerns remain major obstacles to widespread PHEV market penetration. We discuss how our results help to inform agent-based models of PHEV market penetration, governmental policies, and manufacturer pricing and marketing strategies to promote consumer adoption of PHEVs. © 2014 The Authors.","Crowd-sourced opinion survey; Electric vehicle technology adoption; Plug-in hybrid electric vehicles (PHEVs)","United States; Automobile manufacture; Autonomous agents; Commerce; Computational methods; Consumer behavior; Energy utilization; Felt; Felts; Gas emissions; Greenhouse gases; Secondary batteries; Simulation platform; Surveys; Amazon mechanical turks; Consumer adoptions; Governmental policies; Market penetration; Opinion surveys; Plug-in hybrid electric vehicles; Transportation energy consumption; Vehicle technology; electric vehicle; marketing; survey method; technology adoption; willingness to pay; Plug-in hybrid vehicles","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84898651821"
"Hassan L.M.; Shiu E.; Shaw D.","Hassan, Louise M. (17434294500); Shiu, Edward (23969063400); Shaw, Deirdre (7403342436)","17434294500; 23969063400; 7403342436","Who Says There is an Intention–Behaviour Gap? Assessing the Empirical Evidence of an Intention–Behaviour Gap in Ethical Consumption","2016","Journal of Business Ethics","136","2","","219","236","17","290","10.1007/s10551-014-2440-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911390772&doi=10.1007%2fs10551-014-2440-0&partnerID=40&md5=980877a34926882026aaa5ac81a6ab97","The theories of reasoned action and planned behaviour (TRA/TPB) have fundamentally changed the view that attitudes directly translate into behaviour by introducing intentions as a crucial intervening stage. Much research across numerous ethical contexts has drawn on these theories to offer a better understanding of how consumers form intentions to act in an ethical way. Persistently, researchers have suggested and discussed the existence of an intention–behaviour gap in ethical consumption. Yet, the factors that influence the extent of this gap and its magnitude have not been systematically examined. We, therefore, contribute to the debate on the intention–behaviour gap by reviewing the empirical TRA/TPB studies that have assessed both intention and behaviour in ethical contexts. The findings from our review show that few studies assessed the intention–behaviour relationship and as a result, there is limited empirical evidence to date to quantify more accurately the intention–behaviour gap in ethical consumption. Our second contribution aims to provide an empirical case study which assesses the magnitude of the intention–behaviour gap in the context of avoidance of sweatshop clothing and to assess the roles of planning and actual behavioural control in potentially reducing the intention–behaviour gap. The findings of our case study suggest that there is indeed a large gap between intention and behaviour, and we conclude by calling for more empirical longitudinal studies to assess the complex nature of the relationship between intention and behaviour. © 2014, Springer Science+Business Media Dordrecht.","Actual behavioural control; Ethical clothing; Intention–behaviour gap; Planning; Review; Theory of planned behaviour; Theory of reasoned action","","Article","Final","","Scopus","2-s2.0-84911390772"
"Peters G.P.","Peters, Glen P. (10639594300)","10639594300","Carbon footprints and embodied carbon at multiple scales","2010","Current Opinion in Environmental Sustainability","2","4","","245","250","5","292","10.1016/j.cosust.2010.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957671666&doi=10.1016%2fj.cosust.2010.05.004&partnerID=40&md5=a8b63f0f67f0fb3560fd0b4c71123e29","Carbon footprints and embodied carbon have a strong methodological foundation and provide valuable input into policy formation. The widespread use of carbon footprints using existing knowledge needs to be encouraged and even regulated. At the product level, carbon footprints can empower consumers to shape their own climate friendly behaviour and help governments design policies that do not give the wrong incentives. Companies can use carbon footprints to reduce exposure to carbon prices or highlight the positive actions they have taken. Cities and regions can use carbon footprints to implement local policies that help meet overarching national objectives. National carbon footprints can help design equitable and efficient climate agreements that avoid shifting problems to other administrative territories. Further advances can provide strong interdisciplinary links between the physical carbon-cycle, emission drivers, and policy at a variety of scales. © 2010 Elsevier B.V.","","carbon cycle; ecological footprint; emissions trading; environmental economics; implementation process; incentive; interdisciplinary approach; policy analysis; policy implementation; pollution policy; pollution tax","Review","Final","","Scopus","2-s2.0-77957671666"
"Lin C.-H.; Sher P.J.; Shih H.-Y.","Lin, Chien-Hsin (8692772700); Sher, Peter J. (16745098400); Shih, Hsin-Yu (36186235500)","8692772700; 16745098400; 36186235500","Past progress and future directions in conceptualizing customer perceived value","2005","International Journal of Service Industry Management","16","4","","318","336","18","285","10.1108/09564230510613988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23444452233&doi=10.1108%2f09564230510613988&partnerID=40&md5=4f360dd44fd0ff49fc7ca0f6758ac374","Purpose – To propose an alternative model specification for better conceptualizing the definition of a customer perceived value construct, and to discuss the theoretical justification of the model. Design/methodology/approach – The proposed model was elaborated based on theoretical contexts. Three models of different conceptualization specifications were estimated and compared with eTail service value survey data. Findings – Based on theory, perceived value should be conceived as a formative construct. The empirical results demonstrated different parameter estimates and thus conclusions are drawn from different conceptualization methods. Research limitations/implications – Future research is suggested to apply the proposed formative value model in other marketing settings, and to explore the role of consumer satisfaction in post-purchase behavior. Practical implications – Marketing resources allocation and communication programs may be influenced due to different conceptualization methods of value construct applied by practitioners. Originality/value – This paper provides a theoretical rationale for conceptualizing perceived value with formative specification. It stresses that the theoretical justification is a major concern for determining conceptualization models. © 2005, Emerald Group Publishing Limited","Customer satisfaction; Electronic point of sale; Modelling; Perception; Value analysis; Visual perception","","Article","Final","","Scopus","2-s2.0-23444452233"
"Huang J.-H.; Lin Y.-R.; Chuang S.-T.","Huang, Jen-Hung (7407189407); Lin, Yu-Ru (55996227800); Chuang, Shu-Ting (22949743000)","7407189407; 55996227800; 22949743000","Elucidating user behavior of mobile learning: A perspective of the extended technology acceptance model","2007","Electronic Library","25","5","","585","598","13","287","10.1108/02640470710829569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35648948383&doi=10.1108%2f02640470710829569&partnerID=40&md5=7d87c7517f75ce7d383798a27b1e9fa8","Purpose - The purpose of this paper is to propose and verify that the technology acceptance model (TAM) can be employed to explain and predict the acceptance of mobile learning (M-learning); an 0activity in which users access learning material with their mobile devices. The study identifies two factors that account for individual differences, i.e. perceived enjoyment (PE) and perceived mobility value (PMV), to enhance the explanatory power of the model. Design/methodology/approach - An online survey was conducted to collect data. A total of 313 undergraduate and graduate students in two Taiwan universities answered the questionnaire. Most of the constructs in the model were measured using existing scales, while some measurement items were created specifically for this research. Structural equation modeling was employed to examine the fit of the data with the model by using the LISREL software. Findings - The results of the data analysis shows that the data fit the extended TAM model well. Consumers hold positive attitudes for M-learning, viewing M-learning as an efficient tool. Specifically, the results show that individual differences have a great impact on user acceptance and that the perceived enjoyment and perceived mobility can predict user intentions of using M-learning. Originality/value - There is scant research available in the literature on user acceptance of M-learning from a customer's perspective. The present research shows that TAM can predict user acceptance of this new technology. Perceived enjoyment and perceived mobility value are antecedents of user acceptance. The model enhances our understanding of consumer motivation of using M-learning. This understanding can aid our efforts when promoting M-learning.","Learning; Mobile communication systems; Taiwan","Computer simulation; Data reduction; Information services; Information technology; Mobile devices; Mobile telecommunication systems; Mobile learning; Technology acceptance model; E-learning","Article","Final","","Scopus","2-s2.0-35648948383"
"Herman J.L.","Herman, Judith Lewis (7403275980)","7403275980","Justice from the victim's perspective","2005","Violence Against Women","11","5","","571","602","31","292","10.1177/1077801205274450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17744385978&doi=10.1177%2f1077801205274450&partnerID=40&md5=6bf16bea5d6cc54f5ea60aa6fb0cc4e6","What are the meanings of justice, as seen from the perspective of victims of violent crime? Are victims' visions of justice represented by the conventional legal system? Are they represented by restorative justice? The author engages these questions, drawing on in-depth interviews with 22 victims of violent crime. It is argued that survivors' views of justice do not fit well into either retributive or restorative models. This has implications for current efforts to use restorative models in cases of violence against women. © 2005 Sage Publications.","Crime victims; Feminism; Restorative justice","Adaptation, Psychological; Adult; Consumer Satisfaction; Crime Victims; Criminal Law; Female; Guilt; Humans; Interpersonal Relations; Male; Middle Aged; Narration; Power (Psychology); Questionnaires; Sex Offenses; Social Justice; Social Responsibility; United States; adaptive behavior; adult; article; behavior; consumer; criminal law; female; guilt; human; human relation; legal aspect; male; middle aged; psychological aspect; questionnaire; sexual crime; social behavior; social justice; United States; verbal communication; victim","Article","Final","","Scopus","2-s2.0-17744385978"
